Timestamp|Steering|SteeringSpeed|Throttle|Brake|BrakeIntensity|SteeringSensor
1773313791.140752||||None||
1773313791.2409203|0.0|49920|0.0|0.0||-4
1773313791.3410566|0.0|49920|0.0|0.0|0.0|-4
1773313791.4411676|0.0|49920|0.0|0.0|0.0|-4
1773313791.5413146|0.0|49920|0.0|0.0|0.0|-4
1773313791.641462|0.0|49920|0.0|0.0|0.0|-4
1773313791.7415853|0.0|49920|0.0|0.0|0.0|-4
1773313791.8417163|0.0|49920|0.0|0.0|0.0|-4
1773313791.941911|0.0|49920|0.0|0.0|0.0|-4
1773313792.0420384|0.0|49920|0.0|0.0|0.0|-4
1773313792.1421554|0.0|49920|0.0|0.0|0.0|-4
1773313792.242277|0.0|49920|0.0|0.0|0.0|-4
1773313792.3424137|0.0|49920|0.0|0.0|0.0|-4
1773313792.4425669|0.0|49920|0.0|0.0|0.0|-4
1773313792.5427146|0.0|49920|0.0|0.0|0.0|-4
1773313792.6428883|0.0|49920|0.0|0.0|0.0|-4
1773313792.743032|0.0|49920|0.0|0.0|0.0|-4
1773313792.8431828|0.0|49920|0.0|0.0|0.0|-4
1773313792.9433393|0.0|49920|0.0|0.0|0.0|-4
1773313793.043481|0.0|49920|0.0|0.0|0.0|-4
1773313793.1436298|0.0|49920|0.0|0.0|0.0|-4
1773313793.2437642|0.0|49920|0.0|0.0|0.0|-4
1773313793.3439012|0.0|49920|0.0|0.0|0.0|-4
1773313793.4440076|0.0|49920|0.0|0.0|0.0|-4
1773313793.5441108|0.0|49920|0.0|0.0|0.0|-4
1773313793.6442358|0.0|49920|0.0|0.0|0.0|-4
1773313793.7444205|0.0|49920|0.0|0.0|0.0|-4
1773313793.8445268|0.0|49920|0.0|0.0|0.0|-4
1773313793.9446423|0.0|49920|0.0|0.0|0.0|-4
1773313794.0447652|0.0|49920|0.0|0.0|0.0|-4
1773313794.1449008|0.0|49920|0.0|0.0|0.0|-4
1773313794.2450244|0.0|49920|0.0|0.0|0.0|-4
1773313794.3451507|0.0|49920|0.0|0.0|0.0|-4
1773313794.445261|0.0|49920|0.0|0.0|0.0|-4
1773313794.5453928|0.0|49920|0.0|0.0|0.0|-4
1773313794.6455278|0.0|49920|0.0|0.0|0.0|-4
1773313794.7457724|0.0|49920|0.0|0.0|0.0|-4
1773313794.8460698|0.0|49920|0.0|0.0|0.0|-4
1773313794.946207|0.0|49920|0.0|0.0|0.0|-4
1773313795.0463398|0.0|49920|0.0|0.0|0.0|-4
1773313795.1465423|0.0|49920|0.0|0.0|0.0|-4
1773313795.2466605|0.0|49920|0.0|0.0|0.0|-4
1773313795.346797|0.0|49920|0.0|0.0|0.0|-4
1773313795.44691|0.0|49920|0.0|0.0|0.0|-4
1773313795.5470405|0.0|49920|0.0|0.0|0.0|-4
1773313795.6471958|0.0|49920|0.0|0.0|0.0|-4
1773313795.7473378|0.0|49920|0.0|0.0|0.0|-4
1773313795.8474603|0.0|49920|0.0|0.0|0.0|-4
1773313795.9475787|0.0|49920|0.0|0.0|0.0|-4
1773313796.0476952|0.0|49920|0.0|0.0|0.0|-4
1773313796.1478264|0.0|49920|0.0|0.0|0.0|-4
1773313796.247953|0.0|49920|0.0|0.0|0.0|-4
1773313796.3480592|0.0|49920|0.0|0.0|0.0|-4
1773313796.4481883|0.0|49920|0.0|0.0|0.0|-4
1773313796.5483131|0.0|49920|0.0|0.0|0.0|-4
1773313796.648436|0.0|49920|0.0|0.0|0.0|-4
1773313796.748563|0.0|49920|0.0|0.0|0.0|-4
1773313796.8486974|0.0|49920|0.0|0.0|0.0|-4
1773313796.9488182|0.0|49920|0.0|0.0|0.0|-4
1773313797.0489054|0.0|49920|0.0|0.0|0.0|-4
1773313797.1490555|0.0|49920|0.0|0.0|0.0|-4
1773313797.2491941|0.0|49920|0.0|0.0|0.0|-4
1773313797.3493094|0.0|49920|0.0|0.0|0.0|-4
1773313797.4494128|0.0|49920|0.0|0.0|0.0|-4
1773313797.5495458|0.0|49920|0.0|0.0|0.0|-4
1773313797.6496708|0.0|49920|0.0|0.0|0.0|-4
1773313797.7498147|0.0|49920|0.0|0.0|0.0|-4
1773313797.8499234|0.0|49920|0.0|0.0|0.0|-4
1773313797.950014|0.0|49920|0.0|0.0|0.0|-4
1773313798.0501282|0.0|49920|0.0|0.0|0.0|-4
1773313798.1502383|0.0|49920|0.0|0.0|0.0|-4
1773313798.2503395|0.0|49920|0.0|0.0|0.0|-4
1773313798.3504348|0.0|49920|0.0|0.0|0.0|-4
1773313798.4505405|0.0|49920|0.0|0.0|0.0|-4
1773313798.5506434|0.0|49920|0.0|0.0|0.0|-4
1773313798.650758|0.0|49920|0.0|0.0|0.0|-4
1773313798.7508218|0.0|49920|0.0|0.0|0.0|-4
1773313798.850917|0.0|49920|0.0|0.0|0.0|-4
1773313798.9510398|0.0|49920|0.0|0.0|0.0|-4
1773313799.0511525|0.0|49920|0.0|0.0|0.0|-4
1773313799.151269|0.0|49920|0.0|0.0|0.0|-4
1773313799.2514038|0.0|49920|0.0|0.0|0.0|-4
1773313799.3516304|0.0|49920|0.0|0.0|0.0|-4
1773313799.4517245|0.0|49920|0.0|0.0|0.0|-4
1773313799.551827|0.0|49920|0.0|0.0|0.0|-5
1773313799.651933|0.0|49920|0.0|0.0|0.0|-4
1773313799.7520332|0.0|49920|0.0|0.0|0.0|-4
1773313799.8521435|0.0|49920|0.0|0.0|0.0|-4
1773313799.9522765|0.0|49920|0.0|0.0|0.0|-4
1773313800.052407|0.0|49920|0.0|0.0|0.0|-5
1773313800.152533|0.0|49920|0.0|0.0|0.0|-4
1773313800.2526486|0.0|49920|0.0|0.0|0.0|-5
1773313800.3527777|0.0|49920|0.0|0.0|0.0|-5
1773313800.452897|0.0|49920|0.0|0.0|0.0|-4
1773313800.5529895|0.0|49920|1.0|0.0|0.0|-4
1773313800.6530805|0.0|49920|1.0|0.0|0.0|-4
1773313800.7532|0.0|49920|0.0|0.0|0.0|-4
1773313800.8533156|0.0|49920|0.0|0.0|0.0|-4
1773313800.9535642|0.0|49920|0.0|0.0|0.0|-5
1773313801.053674|0.0|49920|0.0|0.0|0.0|-5
1773313801.1537771|0.0|49920|0.0|0.0|0.0|-6
1773313801.253899|0.0|49920|0.74|0.0|0.0|-6
1773313801.354048|0.0|49920|0.46|0.0|0.0|-7
1773313801.454174|0.0|49920|0.0|0.0|0.0|-7
1773313801.5543196|0.0|49920|0.0|0.0|0.0|-7
1773313801.6544662|0.0|49920|0.0|0.0|0.0|-9
1773313801.7546618|0.0|49920|0.0|0.0|0.0|-9
1773313801.8548713|0.0|49920|0.0|0.0|0.0|-9
1773313801.9549742|0.0|49920|0.0|0.0|0.0|-9
1773313802.0550652|0.0|49920|0.0|0.0|0.0|-9
1773313802.1551783|0.0|49920|0.0|0.0|0.0|-9
1773313802.255318|0.0|49920|0.0|0.0|0.0|-9
1773313802.355524|0.0|49920|0.0|0.0|0.0|-9
1773313802.4556534|0.0|49920|0.0|0.0|0.0|-9
1773313802.5557773|0.0|49920|0.0|0.0|0.0|-9
1773313802.6559243|0.0|49920|1.0|0.0|0.0|-9
1773313802.7561452|0.0|49920|1.0|0.0|0.0|-9
1773313802.856263|0.0|49920|0.28|0.0|0.0|-9
1773313802.956468|0.0|49920|0.0|0.0|0.0|-9
1773313803.056594|0.0|49920|0.0|0.0|0.0|-9
1773313803.1567101|0.0|49920|0.0|0.0|0.0|-9
1773313803.2568464|0.0|49920|0.0|0.0|0.0|-9
1773313803.3569727|0.0|49920|0.0|0.0|0.0|-9
1773313803.4570725|0.0|49920|0.0|0.0|0.0|-9
1773313803.5571873|0.0|49920|0.0|0.0|0.0|-9
1773313803.6572928|0.0|49920|1.0|0.0|0.0|-9
1773313803.7573981|0.0|49920|1.0|0.0|0.0|-9
1773313803.8575063|0.0|49920|1.0|0.0|0.0|-9
1773313803.957621|0.0|49920|0.0|0.0|0.0|-9
1773313804.0577343|0.0|49920|0.0|0.0|0.0|-9
1773313804.1578112|0.0|49920|0.0|0.0|0.0|-9
1773313804.2579205|0.0|49920|0.0|0.0|0.0|-9
1773313804.3580377|0.0|49920|0.0|0.0|0.0|-9
1773313804.4581575|0.0|49920|0.03|0.0|0.0|-9
1773313804.5582838|0.0|49920|0.0|0.0|0.0|-9
1773313804.6584046|0.0|49920|1.0|0.0|0.0|-9
1773313804.758525|0.0|49920|0.77|0.0|0.0|-9
1773313804.8586326|0.0|49920|0.0|0.0|0.0|-9
1773313804.958843|0.0|49920|0.0|0.0|0.0|-9
1773313805.0589466|0.0|49920|0.05|0.0|0.0|-9
1773313805.1590369|0.0|49920|1.0|0.0|0.0|-9
1773313805.2591498|0.0|49920|0.0|0.0|0.0|-9
1773313805.3593411|0.0|49920|0.0|0.0|0.0|-9
1773313805.4594603|0.0|49920|0.84|0.0|0.0|-9
1773313805.5596514|0.0|49920|0.18|0.0|0.0|-9
1773313805.6597655|0.0|49920|0.0|0.0|0.0|-9
1773313805.7598736|0.0|49920|0.0|0.0|0.0|-9
1773313805.860003|0.0|49920|0.0|0.0|0.0|-9
1773313805.9601402|0.0|49920|0.0|0.0|0.0|-9
1773313806.0602653|0.0|49920|0.0|0.0|0.0|-10
1773313806.1603703|0.0|49920|0.0|0.03|0.2996851890223426|-10
1773313806.2605104|0.0|49920|0.0|0.66|6.291186377726669|-11
1773313806.3606327|0.0|49920|0.0|1.0|3.395849817713356|-11
1773313806.4608684|0.0|49920|0.0|1.0|0.0|-11
1773313806.5610025|0.0|49920|0.0|1.0|0.0|-11
1773313806.661279|0.0|49920|0.0|1.0|0.0|-11
1773313806.7614202|0.0|49920|0.0|1.0|0.0|-10
